customer_id,age,gender,location,income_bracket,total_purchases,avg_purchase_value,purchase_frequency,last_purchase_date,preferred_payment,frequent_categories,premium_product_affinity,brand_loyalty_score,website_visits_30d,avg_session_duration,cart_abandonment_rate,email_engagement_rate,customer_lifetime_value,churn_risk_score,satisfaction_score,promotion_response_rate,discount_sensitivity
CUST000423,32,Other,Phoenix,High,8,34.01,2.23,2023-12-02,PayPal,['Home & Garden'],0.18,0.888,3,3.52,0.315,0.833,321.18,0.296,3.79,0.732,0.3
CUST000424,46,M,New York,Medium,5,113.01,1.5,2023-11-05,Bank Transfer,"['Home & Garden', 'Books']",0.417,0.737,8,5.36,0.44,0.138,800.42,0.295,3.87,0.37,0.494
CUST000425,42,M,San Diego,High,7,208.25,0.38,2023-12-09,Credit Card,"['Clothing', 'Home & Garden']",0.289,0.366,12,4.16,0.839,0.298,1879.23,0.483,4.37,0.606,0.419
CUST000426,51,M,New York,Medium,7,82.06,1.75,2024-01-11,Bank Transfer,"['Clothing', 'Home & Garden', 'Books']",0.056,0.797,5,0.59,0.305,0.303,606.55,0.195,3.94,0.504,0.235
CUST000427,23,M,Houston,High,4,157.4,0.4,2024-01-06,Debit Card,['Electronics'],0.419,0.336,9,1.62,0.427,0.361,893.62,0.254,3.93,0.138,0.79
CUST000428,43,M,Dallas,Low,8,82.67,1.77,2023-12-24,Debit Card,"['Clothing', 'Electronics', 'Food']",0.148,0.524,13,3.0,0.154,0.599,759.18,0.112,3.54,0.415,0.517
CUST000429,47,F,Dallas,Medium,1,154.06,0.3,2023-12-21,Credit Card,['Beauty'],0.529,0.2,7,7.38,0.605,0.122,235.51,0.123,3.52,0.38,0.174
CUST000430,18,M,Phoenix,Low,7,109.04,0.58,2023-12-06,Credit Card,['Books'],0.385,0.593,8,6.66,0.18,0.482,1057.52,0.07,3.3,0.184,0.743
CUST000431,20,F,Houston,High,2,95.22,0.04,2023-11-02,Bank Transfer,['Sports'],0.182,0.886,4,0.44,0.216,0.402,225.1,0.033,3.82,0.392,0.421
CUST000432,18,Other,Chicago,High,7,72.09,0.33,2023-12-02,Debit Card,"['Electronics', 'Beauty']",0.451,0.592,9,6.72,0.296,0.499,732.44,0.366,4.74,0.303,0.193
CUST000433,31,F,Chicago,High,11,97.39,1.36,2023-11-30,Credit Card,"['Beauty', 'Clothing', 'Food']",0.231,0.312,8,6.02,0.524,0.264,1319.24,0.122,4.09,0.577,0.5
CUST000434,43,F,Phoenix,High,3,136.1,2.92,2023-10-24,Debit Card,['Electronics'],0.379,0.52,7,3.44,0.647,0.41,562.85,0.301,4.03,0.688,0.455
CUST000435,53,M,San Jose,Low,5,67.74,1.85,2023-11-25,Debit Card,['Sports'],0.583,0.348,9,1.16,0.242,0.517,536.05,0.227,3.22,0.572,0.477
CUST000436,35,F,New York,Medium,14,90.64,1.47,2023-12-31,Debit Card,"['Home & Garden', 'Electronics', 'Beauty']",0.401,0.577,15,9.17,0.109,0.187,1777.33,0.066,4.56,0.215,0.729
CUST000437,54,F,Phoenix,Low,7,102.97,0.19,2023-12-22,Bank Transfer,"['Sports', 'Books', 'Electronics']",0.422,0.715,1,4.92,0.12,0.808,1025.07,0.346,4.8,0.751,0.419
CUST000438,18,M,Philadelphia,Low,9,134.07,0.59,2023-11-07,Bank Transfer,['Electronics'],0.4,0.912,2,2.28,0.122,0.27,1688.79,0.412,3.58,0.368,0.297
CUST000439,18,M,San Antonio,Low,4,98.67,2.49,2024-01-12,Debit Card,"['Clothing', 'Beauty']",0.338,0.276,9,2.75,0.828,0.599,528.13,0.361,3.51,0.588,0.553
CUST000440,34,F,Dallas,Medium,14,83.04,0.87,2023-11-04,Debit Card,"['Books', 'Clothing']",0.185,0.535,13,4.48,0.176,0.209,1377.45,0.216,4.72,0.744,0.525
CUST000441,39,M,Chicago,Low,2,106.03,0.27,2023-11-10,Debit Card,['Clothing'],0.321,0.84,4,1.31,0.371,0.653,280.18,0.299,4.19,0.797,0.461
CUST000442,34,M,Los Angeles,Low,5,152.42,0.59,2023-11-08,PayPal,"['Electronics', 'Home & Garden']",0.273,0.449,8,6.53,0.256,0.405,969.93,0.191,4.86,0.773,0.235
CUST000443,18,M,Chicago,Low,3,114.42,0.08,2023-12-27,PayPal,"['Beauty', 'Sports', 'Clothing']",0.496,0.518,23,2.81,0.389,0.342,513.53,0.196,4.59,0.441,0.513
CUST000444,33,M,Dallas,Low,9,91.71,1.58,2023-11-20,Bank Transfer,"['Food', 'Electronics']",0.21,0.476,3,0.91,0.645,0.055,998.81,0.34,3.04,0.458,0.815
CUST000445,19,F,San Antonio,High,4,96.58,0.22,2023-12-02,Debit Card,"['Books', 'Beauty', 'Clothing']",0.244,0.3,6,4.65,0.563,0.333,480.69,0.184,4.8,0.484,0.441
CUST000446,43,F,Dallas,Medium,11,56.43,0.84,2023-11-11,PayPal,"['Beauty', 'Electronics', 'Books']",0.328,0.343,2,4.45,0.688,0.458,824.25,0.165,4.07,0.559,0.868
CUST000447,39,F,Los Angeles,High,5,129.12,0.26,2023-12-17,Credit Card,"['Home & Garden', 'Food', 'Electronics']",0.172,0.365,2,1.49,0.468,0.211,756.37,0.313,4.01,0.161,0.765
CUST000448,23,M,Phoenix,Medium,9,48.81,0.96,2023-10-27,Credit Card,"['Beauty', 'Clothing', 'Home & Garden']",0.461,0.54,11,2.18,0.026,0.074,641.78,0.244,4.02,0.821,0.491
CUST000449,28,M,Houston,Low,7,76.94,1.52,2024-01-17,Debit Card,"['Home & Garden', 'Electronics']",0.301,0.721,6,4.66,0.424,0.713,700.55,0.06,3.96,0.376,0.847
CUST000450,22,F,Los Angeles,Medium,4,86.78,0.53,2023-11-25,PayPal,"['Clothing', 'Beauty', 'Sports']",0.088,0.697,5,2.6,0.375,0.201,377.82,0.188,3.24,0.429,0.425
CUST000451,34,M,Dallas,Medium,4,76.86,2.06,2023-12-03,Credit Card,['Clothing'],0.588,0.582,3,8.67,0.318,0.39,488.26,0.297,4.69,0.404,0.705
CUST000452,46,M,Dallas,Low,3,57.73,1.41,2023-12-08,Bank Transfer,"['Clothing', 'Sports', 'Home & Garden']",0.102,0.773,9,1.98,0.313,0.146,190.83,0.419,3.72,0.932,0.58
CUST000453,23,F,Philadelphia,Low,7,68.44,1.24,2023-12-08,Credit Card,['Food'],0.194,0.615,7,5.2,0.177,0.548,571.93,0.227,3.84,0.58,0.78
CUST000454,41,M,Philadelphia,Low,6,47.38,2.02,2024-01-10,Bank Transfer,"['Beauty', 'Books', 'Food']",0.192,0.588,12,6.99,0.136,0.283,338.88,0.361,4.29,0.248,0.343
CUST000455,28,F,San Diego,Low,6,178.84,0.97,2023-12-17,Credit Card,"['Clothing', 'Home & Garden', 'Electronics']",0.122,0.778,10,7.2,0.215,0.485,1203.63,0.504,4.87,0.69,0.6
CUST000456,25,M,Philadelphia,Medium,5,72.98,0.62,2023-12-19,Credit Card,"['Sports', 'Beauty']",0.155,0.438,4,5.03,0.406,0.24,421.58,0.318,3.96,0.374,0.446
CUST000457,33,M,New York,Medium,7,69.7,1.12,2023-12-03,PayPal,"['Sports', 'Food', 'Home & Garden']",0.129,0.278,12,1.57,0.218,0.545,550.94,0.187,4.1,0.168,0.647
CUST000458,22,M,Houston,Low,4,207.79,0.27,2023-11-27,Credit Card,"['Home & Garden', 'Clothing', 'Books']",0.053,0.661,0,1.35,0.589,0.446,875.29,0.29,4.7,0.599,0.692
CUST000459,28,Other,San Antonio,Low,2,41.36,1.62,2023-10-21,Credit Card,"['Beauty', 'Clothing']",0.417,0.406,8,2.1,0.124,0.329,117.26,0.222,4.28,0.734,0.733
CUST000460,20,F,Los Angeles,High,4,120.16,1.62,2023-11-18,Bank Transfer,"['Beauty', 'Books']",0.092,0.469,11,6.42,0.432,0.279,524.65,0.053,4.23,0.713,0.736
CUST000461,58,F,Dallas,Low,4,95.63,0.7,2024-01-05,Bank Transfer,['Home & Garden'],0.306,0.654,11,1.54,0.196,0.566,499.44,0.361,2.55,0.853,0.344
CUST000462,35,F,San Diego,Medium,4,58.17,0.5,2023-10-21,Credit Card,"['Sports', 'Home & Garden']",0.21,0.378,3,6.71,0.245,0.256,281.53,0.55,3.85,0.024,0.694
CUST000463,26,M,San Diego,High,8,98.79,0.99,2023-12-09,Debit Card,['Electronics'],0.28,0.829,7,7.22,0.25,0.36,1011.62,0.496,4.08,0.362,0.166
CUST000464,37,F,San Antonio,Low,4,191.76,0.23,2023-11-18,Credit Card,"['Electronics', 'Home & Garden', 'Clothing']",0.153,0.504,4,8.04,0.436,0.162,884.14,0.522,4.08,0.62,0.59
CUST000465,33,M,Houston,Low,2,119.71,0.61,2023-12-05,Credit Card,['Home & Garden'],0.203,0.616,4,2.6,0.303,0.468,288.09,0.294,4.46,0.865,0.334
CUST000466,32,F,Los Angeles,Medium,5,112.8,1.95,2023-11-17,PayPal,"['Electronics', 'Home & Garden']",0.05,0.554,3,3.74,0.329,0.264,592.35,0.336,3.39,0.452,0.302
CUST000467,42,M,Chicago,Medium,8,51.01,0.33,2023-12-05,Credit Card,"['Books', 'Sports', 'Beauty']",0.19,0.692,16,6.97,0.012,0.692,485.58,0.335,3.49,0.799,0.608
CUST000468,44,F,Philadelphia,Medium,6,62.98,2.13,2023-12-01,Credit Card,['Books'],0.222,0.671,12,3.09,0.368,0.544,461.68,0.211,4.49,0.252,0.261
CUST000469,28,M,Phoenix,High,3,43.06,1.16,2023-11-05,Bank Transfer,['Food'],0.438,0.615,13,4.05,0.697,0.528,185.8,0.28,4.54,0.828,0.289
CUST000470,28,M,San Diego,Low,5,97.09,1.28,2023-11-20,Bank Transfer,['Books'],0.046,0.676,4,3.78,0.23,0.388,507.92,0.16,3.48,0.829,0.381
CUST000471,31,F,Philadelphia,Medium,6,95.24,0.51,2023-11-22,Bank Transfer,"['Beauty', 'Clothing', 'Sports']",0.472,0.782,13,3.12,0.342,0.412,841.25,0.158,4.13,0.7,0.544
CUST000472,18,M,Philadelphia,Medium,2,63.17,0.38,2024-01-07,Bank Transfer,['Food'],0.492,0.528,11,9.43,0.315,0.612,188.48,0.229,3.88,0.306,0.245
CUST000473,18,M,New York,Low,5,136.38,0.67,2023-12-24,Credit Card,['Beauty'],0.196,0.729,3,1.55,0.097,0.172,815.23,0.448,3.68,0.312,0.509
CUST000474,51,M,Houston,Medium,4,49.26,2.56,2023-11-18,Debit Card,"['Sports', 'Books']",0.127,0.766,7,1.02,0.14,0.295,221.99,0.498,3.4,0.064,0.568
CUST000475,54,M,Phoenix,Low,8,65.61,0.48,2023-12-03,PayPal,['Sports'],0.191,0.451,1,6.21,0.363,0.581,625.12,0.23,3.55,0.924,0.2
CUST000476,32,F,Chicago,Medium,6,98.55,0.06,2023-11-25,PayPal,"['Sports', 'Electronics', 'Food']",0.339,0.89,8,3.12,0.429,0.671,791.43,0.471,3.59,0.629,0.481
CUST000477,41,F,Dallas,Low,6,52.47,0.91,2023-12-15,Debit Card,"['Food', 'Electronics']",0.032,0.297,5,3.26,0.183,0.354,324.96,0.414,4.78,0.348,0.616
CUST000478,38,F,New York,Medium,4,81.18,1.86,2023-10-26,Debit Card,"['Books', 'Electronics', 'Beauty']",0.12,0.695,9,0.56,0.559,0.568,363.63,0.159,4.25,0.735,0.837
CUST000479,71,F,Philadelphia,Medium,8,67.91,1.0,2024-01-11,PayPal,"['Beauty', 'Home & Garden']",0.329,0.453,1,0.45,0.337,0.603,722.02,0.312,4.14,0.656,0.194
CUST000480,48,M,Philadelphia,High,8,105.1,2.67,2023-11-17,Credit Card,"['Food', 'Sports']",0.441,0.544,9,2.04,0.22,0.367,1212.02,0.139,3.44,0.476,0.405
CUST000481,33,F,San Jose,Low,6,47.06,1.34,2023-11-22,PayPal,['Home & Garden'],0.118,0.78,6,2.05,0.496,0.576,315.69,0.234,4.66,0.43,0.494
CUST000482,23,M,Phoenix,Medium,6,30.8,1.01,2023-11-03,Debit Card,"['Electronics', 'Beauty', 'Books']",0.321,0.722,3,1.81,0.208,0.158,244.19,0.218,4.72,0.731,0.745
CUST000483,18,M,Phoenix,Medium,1,51.4,0.66,2024-01-13,Credit Card,['Books'],0.345,0.668,3,9.72,0.372,0.399,69.16,0.713,4.12,0.584,0.365
CUST000484,37,F,San Jose,Medium,3,137.33,1.23,2023-11-03,PayPal,"['Books', 'Sports']",0.516,0.909,9,0.22,0.408,0.16,624.53,0.27,4.07,0.184,0.506
CUST000485,25,M,Phoenix,Medium,5,132.88,0.18,2023-12-14,Credit Card,['Home & Garden'],0.302,0.19,7,1.06,0.378,0.463,865.32,0.136,4.07,0.405,0.595
CUST000486,18,F,Philadelphia,Medium,10,59.59,2.56,2023-10-26,Credit Card,"['Books', 'Sports']",0.071,0.928,1,1.68,0.38,0.935,638.41,0.159,4.37,0.596,0.354
CUST000487,27,M,San Diego,Medium,8,90.54,1.52,2023-12-12,Debit Card,"['Clothing', 'Food']",0.192,0.248,22,2.14,0.356,0.108,863.29,0.175,3.27,0.55,0.725
CUST000488,22,F,Los Angeles,High,2,94.13,1.51,2023-11-19,Bank Transfer,"['Clothing', 'Food', 'Home & Garden']",0.353,0.5,4,2.27,0.245,0.76,254.79,0.323,3.47,0.429,0.603
CUST000489,55,F,Philadelphia,Medium,7,45.79,0.81,2023-11-14,PayPal,"['Beauty', 'Food', 'Clothing']",0.187,0.242,4,1.69,0.216,0.721,380.57,0.13,3.6,0.708,0.469
CUST000490,45,F,New York,Medium,4,68.73,2.09,2024-01-02,Debit Card,"['Sports', 'Books', 'Clothing']",0.233,0.864,3,0.11,0.395,0.272,339.0,0.34,3.77,0.038,0.786
CUST000491,34,F,Houston,High,12,84.95,0.72,2023-12-19,PayPal,"['Clothing', 'Food', 'Electronics']",0.262,0.788,6,5.14,0.163,0.671,1286.62,0.476,4.15,0.343,0.775
CUST000492,52,F,San Jose,High,3,27.63,0.54,2023-11-06,Bank Transfer,['Clothing'],0.087,0.591,1,4.64,0.698,0.434,90.12,0.173,4.51,0.326,0.497
CUST000493,35,M,Chicago,High,4,98.34,0.87,2023-12-07,Bank Transfer,"['Clothing', 'Books', 'Electronics']",0.332,0.616,13,5.53,0.033,0.039,524.14,0.247,4.47,0.497,0.729
CUST000494,24,F,Dallas,Medium,6,284.6,1.56,2023-11-18,Bank Transfer,"['Books', 'Beauty', 'Clothing']",0.132,0.644,8,0.69,0.647,0.4,1932.43,0.348,3.21,0.455,0.664
CUST000495,53,M,Chicago,Low,4,115.59,0.46,2023-11-05,Bank Transfer,"['Home & Garden', 'Clothing', 'Food']",0.223,0.902,13,4.8,0.216,0.724,565.41,0.325,4.95,0.324,0.785
CUST000496,41,F,Philadelphia,Medium,6,103.08,0.39,2023-11-02,PayPal,"['Electronics', 'Sports']",0.204,0.459,4,2.19,0.277,0.242,744.85,0.516,5.0,0.602,0.382
CUST000497,22,F,New York,Medium,6,127.45,0.38,2023-12-01,Credit Card,"['Books', 'Beauty']",0.267,0.461,6,5.05,0.305,0.29,968.96,0.379,4.82,0.677,0.485
CUST000498,32,F,Philadelphia,Medium,3,113.01,0.57,2023-11-17,Credit Card,"['Electronics', 'Sports', 'Food']",0.043,0.523,5,2.52,0.357,0.584,353.76,0.15,3.66,0.16,0.629
CUST000499,24,M,Houston,Medium,7,135.95,1.67,2023-10-26,Bank Transfer,"['Clothing', 'Beauty']",0.788,0.667,3,1.34,0.242,0.138,1701.2,0.646,3.75,0.473,0.534
CUST000500,18,M,San Diego,High,5,32.37,0.96,2023-11-15,Bank Transfer,"['Beauty', 'Clothing']",0.177,0.465,4,3.98,0.339,0.411,190.55,0.363,3.21,0.84,0.609
CUST000501,46,F,Dallas,Medium,8,77.59,0.28,2023-11-22,Credit Card,['Home & Garden'],0.209,0.627,11,5.95,0.399,0.628,750.5,0.338,4.14,0.873,0.492
CUST000502,57,M,Houston,High,4,56.55,3.55,2023-11-11,Debit Card,"['Clothing', 'Books']",0.251,0.207,6,11.75,0.744,0.382,282.99,0.425,4.14,0.626,0.132
CUST000503,18,M,San Jose,Medium,3,32.88,0.24,2023-12-03,Bank Transfer,['Home & Garden'],0.312,0.614,9,2.78,0.188,0.291,129.4,0.156,3.82,0.39,0.774
CUST000504,41,M,San Jose,Medium,8,87.31,0.57,2023-12-21,Credit Card,"['Electronics', 'Clothing']",0.458,0.842,4,5.92,0.207,0.764,1018.27,0.299,3.54,0.436,0.541
CUST000505,27,F,Philadelphia,Medium,6,139.2,0.37,2023-11-02,Debit Card,"['Food', 'Home & Garden', 'Clothing']",0.284,0.471,13,0.71,0.484,0.586,1072.12,0.191,4.11,0.322,0.752
CUST000506,29,F,New York,Medium,5,70.11,0.47,2024-01-15,Credit Card,"['Electronics', 'Home & Garden']",0.35,0.196,6,2.28,0.361,0.06,473.28,0.516,3.92,0.246,0.172
CUST000507,27,M,Houston,Low,9,108.15,0.88,2023-12-12,Debit Card,"['Electronics', 'Food']",0.237,0.492,3,4.09,0.462,0.599,1203.55,0.415,4.19,0.485,0.412
CUST000508,24,M,San Antonio,Low,7,157.96,0.7,2023-12-01,PayPal,['Home & Garden'],0.192,0.712,3,2.54,0.595,0.321,1318.23,0.172,4.78,0.82,0.776
CUST000509,35,M,New York,High,5,82.68,0.42,2023-12-30,Debit Card,"['Electronics', 'Clothing', 'Food']",0.087,0.692,4,0.4,0.816,0.704,449.47,0.226,4.33,0.4,0.776
CUST000510,25,F,San Diego,Low,2,146.73,1.06,2023-10-27,Bank Transfer,['Books'],0.139,0.815,0,6.14,0.466,0.829,334.18,0.233,4.12,0.094,0.372
CUST000511,38,F,San Jose,Medium,2,140.35,1.18,2024-01-01,Debit Card,"['Books', 'Clothing', 'Home & Garden']",0.338,0.524,5,4.27,0.709,0.448,375.47,0.411,4.1,0.92,0.726
CUST000512,34,M,Philadelphia,Medium,6,106.67,1.34,2023-10-28,Debit Card,"['Books', 'Electronics', 'Food']",0.287,0.852,5,0.88,0.525,0.422,823.81,0.283,3.48,0.771,0.744
CUST000513,32,M,Phoenix,Medium,2,50.3,0.89,2023-10-28,Bank Transfer,['Sports'],0.426,0.641,2,2.25,0.153,0.365,143.44,0.443,3.97,0.148,0.381
CUST000514,24,M,San Jose,Medium,6,32.03,1.15,2023-10-23,PayPal,"['Home & Garden', 'Books']",0.44,0.935,0,2.91,0.074,0.517,276.75,0.409,4.16,0.068,0.368
CUST000515,28,F,Dallas,Low,4,66.02,1.32,2023-12-09,Debit Card,"['Electronics', 'Home & Garden', 'Beauty']",0.609,0.515,3,1.22,0.157,0.329,424.86,0.166,4.46,0.36,0.633
CUST000516,44,F,Los Angeles,Medium,5,75.39,0.48,2023-11-29,PayPal,"['Electronics', 'Books']",0.155,0.517,5,3.66,0.274,0.377,435.54,0.267,4.34,0.733,0.227
CUST000517,41,M,Phoenix,Medium,3,82.65,3.01,2023-11-06,Credit Card,['Clothing'],0.397,0.681,0,2.9,0.133,0.461,346.33,0.06,3.87,0.531,0.727
CUST000518,23,M,Philadelphia,Medium,9,121.08,2.5,2023-12-20,Credit Card,['Food'],0.289,0.518,5,9.04,0.389,0.445,1404.43,0.353,4.69,0.292,0.633
CUST000519,36,M,San Antonio,Low,5,64.66,1.54,2023-11-28,Bank Transfer,['Sports'],0.094,0.388,11,3.93,0.153,0.516,353.75,0.309,3.03,0.12,0.542
CUST000520,44,Other,Phoenix,Medium,9,122.51,0.63,2023-12-07,PayPal,['Home & Garden'],0.4,0.78,6,9.09,0.664,0.73,1543.35,0.089,4.28,0.258,0.213
CUST000521,18,M,Dallas,Low,15,183.85,0.11,2023-12-20,Bank Transfer,"['Sports', 'Electronics', 'Food']",0.258,0.707,9,2.26,0.762,0.535,3470.34,0.154,3.52,0.231,0.596
CUST000522,41,F,New York,Low,2,85.88,0.14,2023-11-13,Bank Transfer,['Sports'],0.473,0.517,19,2.97,0.352,0.523,253.0,0.107,4.77,0.733,0.422
CUST000523,27,F,San Antonio,Low,4,101.94,0.67,2024-01-01,Debit Card,"['Electronics', 'Sports']",0.294,0.498,1,3.39,0.333,0.868,527.61,0.474,4.5,0.292,0.648
CUST000524,41,M,San Jose,Low,5,178.77,2.51,2023-12-18,Credit Card,"['Sports', 'Electronics']",0.619,0.915,3,3.13,0.276,0.729,1447.02,0.406,3.26,0.88,0.652
CUST000525,25,M,San Antonio,High,6,129.55,0.73,2023-11-27,Bank Transfer,"['Books', 'Food', 'Sports']",0.242,0.543,5,1.88,0.039,0.379,965.37,0.463,3.5,0.61,0.678
CUST000526,18,M,Houston,Low,9,65.67,0.36,2023-12-10,Debit Card,['Sports'],0.335,0.407,5,1.27,0.156,0.304,789.13,0.189,3.13,0.763,0.298
CUST000527,18,F,Dallas,High,8,190.43,0.38,2023-11-19,Debit Card,"['Books', 'Beauty', 'Clothing']",0.332,0.938,3,2.2,0.247,0.676,2028.74,0.504,4.38,0.257,0.311
CUST000528,35,F,Phoenix,High,7,100.9,2.48,2023-11-28,PayPal,"['Food', 'Books', 'Home & Garden']",0.087,0.837,10,5.71,0.064,0.372,767.77,0.579,4.23,0.213,0.394
CUST000529,38,F,Houston,Medium,5,69.28,0.68,2023-10-26,Credit Card,"['Food', 'Sports', 'Books']",0.265,0.87,7,1.49,0.129,0.315,438.04,0.09,4.45,0.926,0.127
CUST000530,24,F,San Antonio,Low,5,39.73,2.38,2024-01-02,PayPal,['Food'],0.426,0.922,2,1.39,0.145,0.274,283.37,0.242,2.67,0.526,0.553
CUST000531,42,M,Houston,Medium,7,65.03,0.34,2024-01-04,PayPal,"['Home & Garden', 'Books']",0.528,0.646,4,5.71,0.34,0.683,695.41,0.186,3.59,0.554,0.385
CUST000532,18,Other,Chicago,Medium,2,98.93,0.4,2023-10-20,Bank Transfer,"['Beauty', 'Food']",0.06,0.583,6,6.9,0.614,0.525,209.77,0.155,4.37,0.289,0.428
CUST000533,34,F,Dallas,Medium,15,56.62,0.56,2023-10-26,PayPal,"['Books', 'Home & Garden', 'Clothing']",0.153,0.557,9,1.38,0.08,0.407,979.6,0.243,4.64,0.114,0.504
CUST000534,20,M,San Diego,Low,4,60.9,1.21,2023-12-07,Bank Transfer,"['Home & Garden', 'Beauty', 'Sports']",0.298,0.496,5,3.38,0.183,0.349,316.25,0.341,3.83,0.064,0.638
CUST000535,27,Other,New York,Medium,2,161.49,1.42,2023-11-28,PayPal,"['Home & Garden', 'Sports']",0.104,0.7,1,3.01,0.646,0.282,356.45,0.172,4.14,0.633,0.583
CUST000536,35,F,San Antonio,High,4,101.64,0.45,2023-12-25,Debit Card,"['Food', 'Electronics']",0.078,0.705,18,2.87,0.06,0.506,438.18,0.344,4.39,0.234,0.613
CUST000537,24,F,Dallas,Medium,10,43.15,0.5,2023-10-28,Credit Card,['Home & Garden'],0.591,0.603,1,0.8,0.281,0.922,686.62,0.308,4.77,0.738,0.384
CUST000538,30,F,San Diego,Low,5,124.94,0.2,2023-12-06,Credit Card,"['Electronics', 'Food', 'Beauty']",0.087,0.378,10,1.01,0.206,0.171,679.28,0.303,3.22,0.632,0.394
CUST000539,47,F,San Diego,Medium,3,221.04,0.2,2023-11-06,Credit Card,['Beauty'],0.278,0.821,3,2.88,0.044,0.647,847.52,0.649,3.89,0.279,0.435
CUST000540,28,F,Philadelphia,Low,7,32.14,0.37,2023-12-30,Debit Card,"['Sports', 'Electronics']",0.055,0.888,1,5.8,0.708,0.315,237.43,0.507,3.24,0.621,0.65
CUST000541,45,M,Houston,Low,13,98.93,2.22,2023-10-26,Debit Card,"['Beauty', 'Clothing']",0.317,0.479,15,1.49,0.451,0.459,1693.27,0.393,4.23,0.412,0.621
CUST000542,21,M,San Diego,High,3,93.4,0.36,2023-11-18,PayPal,"['Books', 'Home & Garden']",0.17,0.799,9,4.57,0.785,0.908,327.97,0.16,3.28,0.41,0.701
CUST000543,41,F,Chicago,Low,5,230.55,0.89,2023-11-16,PayPal,"['Food', 'Sports']",0.503,0.698,3,0.13,0.292,0.382,1732.74,0.354,4.0,0.883,0.584
CUST000544,52,M,Dallas,Low,1,143.85,0.62,2023-12-23,PayPal,['Food'],0.242,0.885,1,7.45,0.473,0.41,178.71,0.361,4.06,0.334,0.6
CUST000545,18,M,Los Angeles,Low,5,91.07,0.34,2023-12-14,PayPal,"['Sports', 'Books']",0.243,0.925,2,1.14,0.591,0.291,565.91,0.752,3.6,0.133,0.581
CUST000546,25,M,Los Angeles,High,5,133.9,1.29,2023-11-12,Credit Card,"['Clothing', 'Books', 'Home & Garden']",0.19,0.625,13,6.71,0.347,0.503,796.94,0.136,4.5,0.259,0.225
CUST000547,41,M,San Antonio,Medium,3,33.66,0.51,2023-11-23,PayPal,"['Clothing', 'Electronics']",0.257,0.741,6,2.87,0.405,0.182,126.92,0.273,4.12,0.275,0.571
CUST000548,32,F,San Jose,Medium,4,92.91,1.6,2023-12-09,Debit Card,"['Beauty', 'Books', 'Home & Garden']",0.353,0.741,1,4.69,0.198,0.341,502.96,0.092,4.02,0.592,0.556
CUST000549,39,F,Houston,Medium,13,67.88,1.63,2023-12-20,Debit Card,"['Food', 'Books']",0.694,0.87,23,6.42,0.147,0.294,1495.22,0.533,3.65,0.255,0.499
CUST000550,27,M,San Jose,Low,2,97.87,0.53,2024-01-12,Debit Card,['Beauty'],0.286,0.696,4,3.93,0.355,0.315,251.73,0.603,3.9,0.265,0.501
CUST000551,36,M,San Diego,Medium,2,31.47,1.45,2023-11-27,Bank Transfer,"['Home & Garden', 'Clothing', 'Food']",0.226,0.387,2,2.07,0.175,0.227,77.17,0.15,3.55,0.325,0.141
CUST000552,33,M,Dallas,Medium,5,123.39,1.44,2024-01-17,Bank Transfer,['Home & Garden'],0.292,0.843,5,3.52,0.631,0.377,797.2,0.506,3.84,0.527,0.714
CUST000553,49,F,San Antonio,Low,7,113.29,0.65,2023-11-27,Bank Transfer,"['Sports', 'Food']",0.42,0.575,2,2.24,0.413,0.814,1126.24,0.429,4.01,0.377,0.237
CUST000554,38,F,Phoenix,Medium,8,145.97,0.59,2023-12-25,PayPal,['Food'],0.333,0.869,4,2.14,0.609,0.047,1556.32,0.221,5.0,0.114,0.239
CUST000555,39,M,San Diego,High,4,75.25,1.06,2023-12-15,Credit Card,"['Food', 'Sports']",0.207,0.449,16,2.22,0.119,0.314,363.33,0.483,3.96,0.499,0.275
CUST000556,30,F,Houston,Low,11,125.5,2.86,2024-01-11,Credit Card,['Books'],0.461,0.924,3,4.87,0.691,0.672,2016.9,0.6,3.64,0.709,0.667
CUST000557,29,F,Los Angeles,Low,4,197.77,1.85,2023-11-04,PayPal,['Books'],0.142,0.725,3,6.52,0.515,0.223,903.11,0.162,3.36,0.273,0.801
CUST000558,29,F,Philadelphia,Low,8,80.63,0.88,2024-01-07,PayPal,"['Beauty', 'Books', 'Clothing']",0.13,0.791,2,10.29,0.435,0.235,728.59,0.243,4.32,0.492,0.421
CUST000559,39,F,Dallas,Low,9,46.4,0.11,2023-12-13,Bank Transfer,"['Home & Garden', 'Books']",0.375,0.86,9,3.89,0.405,0.186,574.07,0.219,3.48,0.257,0.681
CUST000560,29,M,New York,High,2,122.05,0.81,2023-12-29,Debit Card,['Food'],0.443,0.283,1,6.7,0.56,0.464,352.22,0.319,4.19,0.416,0.569
CUST000561,38,F,San Jose,Medium,3,77.32,0.11,2023-11-16,Debit Card,"['Electronics', 'Books']",0.036,0.38,4,0.28,0.187,0.301,240.22,0.244,4.69,0.113,0.499
CUST000562,59,M,San Antonio,Medium,11,55.24,0.17,2023-10-30,Bank Transfer,"['Clothing', 'Sports', 'Home & Garden']",0.06,0.278,1,6.57,0.586,0.471,644.33,0.411,4.38,0.477,0.605
CUST000563,45,F,San Jose,Medium,3,60.62,0.42,2023-11-16,Bank Transfer,['Beauty'],0.669,0.896,7,4.08,0.241,0.117,303.46,0.413,3.53,0.505,0.396
